116.325305,40.050977,418.0,26997.415355635912,54.0
116.345758,40.02408,30.0,23643.87481699449,0.0
116.263065,40.12342,24.0,36672.40340998149,0.0
116.234373,40.1765,56.0,42784.13851436418,92.0
116.256915,40.139608,119.0,40025.470815888635,15.0
116.30419,39.920598,29.0,5980.470318133994,8.0
116.232603,39.952435,7.0,15070.44231452973,51.0
116.30462,39.883988,30.0,1814.0691830948872,0.0
116.30706,39.9628,38.0,10594.919570084685,0.0
116.281248,40.013435,2.0,16667.668955235767,31.0
116.299863,39.878931,472.0,99.1532050479888,0.0
116.311545,40.069343,60.0,29359.191815981212,44.0
116.304435,39.896153,84.0,4470.176142260991,0.0
116.29369,40.09219,120.0,31937.428982341728,39.0
116.371156,39.989492,53.0,19053.283539913293,15.0
116.304112,39.938933,41.0,7952.07945413746,0.0
116.29726,39.875436,52.0,1932.2652063155165,35.0
116.280948,40.1075,17.0,34244.13842257466,45.0
116.373351,39.967125,2.0,14770.494584008467,32.0
116.35055,39.966157,29.0,15074.681078524354,13.0
116.355777,40.011542,15.0,22012.486331728265,40.0
116.361682,40.00325,24.0,20894.51312826501,32.0
116.304267,39.908072,30.0,4475.579295613755,0.0
