5873.0	104.0	201801040902.0	116.30036	39.878731	100421.0	
5873.0	115.0	201801151023.0	116.299017	39.877978	111508.0	
5873.0	127.0	201801270730.0	116.300092	39.877411	82938.0	
5873.0	1219.0	201712190904.0	116.2992	39.877593	95835.0	
5897.0	122.0	201801221117.0	116.299007	39.876966	120812.0	
5897.0	1213.0	201712131105.0	116.299113	39.877841	120208.0	
5935.0	127.0	201801270702.0	116.299197	39.877565	81948.0	
5935.0	1225.0	201712251004.0	116.297118	39.876878	104530.0	
5935.0	1230.0	201712300803.0	116.30065	39.877981	102037.0	
5939.0	129.0	201801290744.0	116.29928	39.877283	84144.0	
5939.0	1105.0	201711050727.0	116.300205	39.87948	84638.0	
5939.0	1215.0	201712151105.0	116.296907	39.877328	115239.0	
5939.0	1219.0	201712190947.0	116.299507	39.878631	112929.0	
5939.0	1221.0	201712210802.0	116.29921	39.877331	85857.0	
5939.0	1222.0	201712220703.0	116.299248	39.877423	80534.0	
5979.0	106.0	201801061010.0	116.297568	39.87688	105550.0	
5979.0	110.0	201801101005.0	116.299428	39.877748	110743.0	
5979.0	126.0	201801261024.0	116.299193	39.877336	112426.0	
5979.0	1211.0	201712111112.0	116.297442	39.876706	115818.0	
5979.0	1216.0	201712160808.0	116.29911	39.877436	84709.0	
5979.0	1226.0	201712261128.0	116.29951	39.880763	121754.0	
5987.0	129.0	201801290703.0	116.299255	39.87743	80106.0	
5987.0	1105.0	201711050842.0	116.29921	39.877656	93715.0	
5987.0	1109.0	201711090804.0	116.299198	39.877503	90338.0	
5987.0	1201.0	201712011102.0	116.299163	39.877788	120017.0	
5987.0	1228.0	201712281010.0	116.299087	39.878175	111440.0	
5992.0	106.0	201801061110.0	116.299148	39.877503	122131.0	
5992.0	128.0	201801281124.0	116.2973	39.873743	121601.0	
5992.0	1106.0	201711060800.0	116.299337	39.87775	90103.0	
5992.0	1108.0	201711080703.0	116.299147	39.877358	83444.0	
5992.0	1203.0	201712030641.0	116.299733	39.877971	75034.0	
5992.0	1207.0	201712070803.0	116.299282	39.877543	92601.0	
5995.0	116.0	201801161023.0	116.299248	39.879048	112805.0	
5995.0	120.0	201801201029.0	116.299993	39.878433	113814.0	
5995.0	1213.0	201712130858.0	116.299898	39.87949	100903.0	
6108.0	116.0	201801161019.0	116.299128	39.8793	111611.0	
6108.0	1205.0	201712050905.0	116.299463	39.87894	100140.0	
6108.0	1206.0	201712060703.0	116.299007	39.878243	80108.0	
6108.0	1210.0	201712100934.0	116.299205	39.877395	102742.0	
6108.0	1229.0	201712290936.0	116.300515	39.878958	113333.0	
6110.0	106.0	201801060932.0	116.299557	39.879186	102205.0	
6110.0	1202.0	201712021130.0	116.299117	39.877818	123711.0	
6110.0	1204.0	201712040933.0	116.299262	39.877726	105439.0	
6110.0	1230.0	201712300912.0	116.299237	39.877468	100618.0	
6111.0	124.0	201801240854.0	116.299468	39.877575	104126.0	
6111.0	129.0	201801291029.0	116.302812	39.882588	111620.0	
6111.0	1216.0	201712161045.0	116.30393	39.890382	113146.0	
6111.0	1219.0	201712190705.0	116.299065	39.880818	75840.0	
6115.0	108.0	201801081111.0	116.299263	39.880806	115012.0	
6115.0	119.0	201801190917.0	116.29934	39.877393	102411.0	
6115.0	1226.0	201712261022.0	116.299107	39.878015	111116.0	
6115.0	1227.0	201712270834.0	116.301095	39.879353	100114.0	
6118.0	113.0	201801131108.0	116.297467	39.876898	120304.0	
6118.0	115.0	201801150750.0	116.29686	39.87873	91544.0	
6119.0	1106.0	201711061004.0	116.299077	39.877488	105655.0	
6119.0	1212.0	201712120938.0	116.299122	39.877281	103054.0	
6119.0	1213.0	201712130706.0	116.299248	39.877208	81257.0	
6119.0	1218.0	201712180701.0	116.299223	39.877743	81001.0	
6119.0	1225.0	201712250844.0	116.299267	39.877385	94347.0	
6123.0	124.0	201801241045.0	116.299193	39.877878	113419.0	
6123.0	1103.0	201711030906.0	116.299107	39.877443	100431.0	
6123.0	1108.0	201711081111.0	116.29715	39.876943	120810.0	
6123.0	1222.0	201712221127.0	116.29752	39.876993	123414.0	
6126.0	1203.0	201712031026.0	116.297152	39.876885	111254.0	
6126.0	1211.0	201712111016.0	116.296657	39.879845	110023.0	
