116.304302	39.922476	23.0	6022.017860103926	0.0	73.99702176720548	37.0	1218.0	34438.0	6123.0	93358.0
116.304152	39.923278	30.0	7852.754038475911	0.0	221.4313980923883	37.0	1218.0	33045.0	5979.0	91045.0
116.304155	39.925856	3.0	6566.279762213316	0.0	36.362020415587686	36.0	1206.0	33710.0	6126.0	92150.0
116.304307	39.926106	28.0	6596.9826024565855	0.0	22.878075990741145	36.0	1206.0	33744.0	6126.0	92224.0
116.304247	39.9284	30.0	6863.274801758482	0.0	28.261976201777014	35.0	1206.0	33881.0	6126.0	92441.0
116.30422	39.924871	31.0	6170.854104999227	0.0	136.07538737465086	36.0	1206.0	34521.0	5979.0	93521.0
116.304165	39.922623	30.0	5900.029376039207	0.0	238.32546714224648	37.0	115.0	38278.0	5873.0	103758.0
116.304177	39.922708	30.0	5497.690785492862	0.0	52.87227885147063	37.0	115.0	30113.0	6118.0	82153.0
116.304187	39.925323	60.0	5788.693741231302	0.0	90.38687664635512	36.0	115.0	30173.0	6118.0	82253.0
116.304137	39.922596	30.0	6558.888747899449	0.0	178.3551902626249	37.0	112.0	34170.0	6119.0	92930.0
116.30409	39.927525	53.0	6565.705157219637	0.0	169.02429252520807	35.0	126.0	42414.0	5897.0	114654.0
116.304152	39.92293	56.0	6847.368453896323	0.0	241.0210066452172	37.0	1208.0	30708.0	5873.0	83148.0
116.30418	39.925685	30.0	6324.144510847326	0.0	236.96552643375878	36.0	1216.0	35065.0	6119.0	94425.0
116.30417	39.923185	30.0	6381.6825595073105	0.0	202.43249152682748	37.0	1108.0	34409.0	6118.0	93329.0
116.30415	39.926416	31.0	6415.59700000934	0.0	173.69474280185472	35.0	1108.0	30827.0	6110.0	83347.0
116.304255	39.925305	30.0	6392.823510226219	0.0	73.93904068665778	36.0	122.0	31573.0	5987.0	84613.0
116.30422	39.926018	44.0	6393.458937100929	0.0	52.434491214011416	36.0	1104.0	43509.0	5935.0	120509.0
